id_pncp,nome,cnpj,data_inclusao_pncp,categoria_instituicao,esfera,uf,plataforma_tecnologia,url_portal_acesso,endpoint_consulta_pncp,estrategia_conector,grau_reaproveitamento
191,GEMMAP SISTEMAS LTDA EPP,54.699.434/0001-50,2023-05-31,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=54699434000150,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=54699434000150,PNCP_API_CONSULTA,Médio (Específico da Entidade)
192,MUNICIPIO DE TAQUARA,97.761.407/0001-73,2023-06-06,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=97761407000173,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=97761407000173,PNCP_API_CONSULTA,Médio (Específico da Entidade)
193,AGAPE SISTEMAS E CONSULTORIA,04.497.198/0001-11,2023-06-21,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=04497198000111,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=04497198000111,PNCP_API_CONSULTA,Médio (Específico da Entidade)
194,SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE PIRAPORA,23.535.271/0001-47,2023-06-28,Autarquia / Empresa Pública / Fundação / Consórcio,Estadual / Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=23535271000147,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=23535271000147,PNCP_API_CONSULTA,Médio (Específico da Entidade)
195,PRESCON INFORMATICA ASSESSORIA LTDA.,01.221.551/0001-48,2023-07-03,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=01221551000148,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=01221551000148,PNCP_API_CONSULTA,Médio (Específico da Entidade)
196,TRIBUNAL DE JUSTIÇA DO ESTADO DO RIO GRANDE DO NORTE,08.546.459/0001-05,2023-07-03,Poder Judiciário / Funções Essenciais,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=08546459000105,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=08546459000105,PNCP_API_CONSULTA,Médio (Específico da Entidade)
198,MUNICIPIO DE BELO HORIZONTE,18.715.383/0001-40,2023-07-20,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=18715383000140,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=18715383000140,PNCP_API_CONSULTA,Médio (Específico da Entidade)
199,MUNICÍPIO DE PASSO FUNDO,87.612.537/0001-90,2023-07-26,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=87612537000190,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=87612537000190,PNCP_API_CONSULTA,Médio (Específico da Entidade)
200,OBARA INFORMÁTICA LTDA,27.001.408/0001-34,2023-07-26,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=27001408000134,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=27001408000134,PNCP_API_CONSULTA,Médio (Específico da Entidade)
201,CENTRO DE SERVIÇOS COMPARTILHADOS,03.930.106/0001-82,2023-07-26,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=03930106000182,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=03930106000182,PNCP_API_CONSULTA,Médio (Específico da Entidade)
202,PREFEITURA MUNICIPAL DE BARUERI / PREFEITURA DE BARUERI,46.523.015/0001-35,2023-07-26,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=46523015000135,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=46523015000135,PNCP_API_CONSULTA,Médio (Específico da Entidade)
203,3TECNOS TECNOLOGIA LTDA,09.568.632/0001-20,2023-07-31,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=09568632000120,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=09568632000120,PNCP_API_CONSULTA,Médio (Específico da Entidade)
204,SECRETARIA DE ESTADO DA FAZENDA DE SANTA CATARINA,82.951.310/0001-56,2023-08-02,Governo Estadual / Secretaria Central,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=82951310000156,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=82951310000156,PNCP_API_CONSULTA,Médio (Específico da Entidade)
205,CONTASS SISTEMAS PUBLICOS LTDA,10.481.030/0001-10,2023-08-02,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=10481030000110,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=10481030000110,PNCP_API_CONSULTA,Médio (Específico da Entidade)
206,EDDYDATA SERVICOS DE INFORMATICA LTDA,57.714.750/0001-42,2023-08-07,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=57714750000142,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=57714750000142,PNCP_API_CONSULTA,Médio (Específico da Entidade)
207,TRIBUNAL DE CONTAS DO ESTADO DO PARANÁ,77.996.312/0001-21,2023-08-07,Órgão de Controle / Tribunal de Contas,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=77996312000121,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=77996312000121,PNCP_API_CONSULTA,Médio (Específico da Entidade)
208,PREFEITURA MUNICIPAL DE PIRACICABA,46.341.038/0001-29,2023-08-14,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=46341038000129,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=46341038000129,PNCP_API_CONSULTA,Médio (Específico da Entidade)
209,PREFEITURA MUNICIPAL DE SÃO LEOPOLDO,89.814.693/0001-60,2023-08-23,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=89814693000160,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=89814693000160,PNCP_API_CONSULTA,Médio (Específico da Entidade)
210,MUNICIPIO DE FORTALEZA - PREFEITURA MUNICIPAL DE FORTALEZA,07.954.605/0001-60,2023-08-23,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=07954605000160,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=07954605000160,PNCP_API_CONSULTA,Médio (Específico da Entidade)
211,PREFEITURA MUNICIPAL DE BLUMENAU,83.108.357/0001-15,2023-09-06,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=83108357000115,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=83108357000115,PNCP_API_CONSULTA,Médio (Específico da Entidade)
212,SONNER SISTEMAS DE INFORMATICA LTDA,06.067.665/0001-07,2023-09-06,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=06067665000107,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=06067665000107,PNCP_API_CONSULTA,Médio (Específico da Entidade)
213,IPMBRASIL PUBLICAÇÕES MUNICIPAIS,12.398.781/0001-01,2023-09-06,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=12398781000101,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=12398781000101,PNCP_API_CONSULTA,Médio (Específico da Entidade)
214,"SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO, PLANEJAMENTO E GESTÃO",04.312.641/0001-32,2023-09-06,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=04312641000132,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=04312641000132,PNCP_API_CONSULTA,Médio (Específico da Entidade)
215,ASSESI BRASIL,14.769.245/0001-92,2023-09-14,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=14769245000192,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=14769245000192,PNCP_API_CONSULTA,Médio (Específico da Entidade)
216,MUNICIPIO DE SÃO BERNARDO DO CAMPO/MUNICIPIO DE SAO BERNARDO DO CAMPO,46.523.239/0001-47,2023-09-21,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=46523239000147,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=46523239000147,PNCP_API_CONSULTA,Médio (Específico da Entidade)
217,MUNICIPIO DE NOVA LIMA,22.934.889/0001-17,2023-10-10,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=22934889000117,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=22934889000117,PNCP_API_CONSULTA,Médio (Específico da Entidade)
218,DEFENSORIA PUBLICA DO ESTADO DE PERNAMBUCO,02.899.512/0001-67,2023-10-11,Poder Judiciário / Funções Essenciais,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=02899512000167,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=02899512000167,PNCP_API_CONSULTA,Médio (Específico da Entidade)
219,TRIBUNAL REGIONAL ELEITORAL DO PARÁ,05.703.755/0001-76,2023-10-17,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=05703755000176,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=05703755000176,PNCP_API_CONSULTA,Médio (Específico da Entidade)
220,GOVTEC SISTEMAS DE INFORMATICA LTDA,34.263.271/0001-51,2023-10-30,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=34263271000151,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=34263271000151,PNCP_API_CONSULTA,Médio (Específico da Entidade)
221,CÂMARA MUNICIPAL DE TAPEROA BA,13.070.016/0001-12,2023-10-30,Câmara / Poder Legislativo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=13070016000112,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=13070016000112,PNCP_API_CONSULTA,Médio (Específico da Entidade)
222,MODERNIZACAO PUBLICA E INFORMATICA LTDA,15.064.270/0001-33,2023-11-06,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=15064270000133,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=15064270000133,PNCP_API_CONSULTA,Médio (Específico da Entidade)
223,TRIBUNAL REGIONAL ELEITORAL DE SÃO PAULO,06.302.492/0001-56,2023-11-07,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=06302492000156,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=06302492000156,PNCP_API_CONSULTA,Médio (Específico da Entidade)
224,TRIBUNAL REGIONAL FEDERAL 2A R.,32.243.347/0001-51,2023-11-16,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=32243347000151,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=32243347000151,PNCP_API_CONSULTA,Médio (Específico da Entidade)
225,MUNICIPIO DE VITORIA DA CONQUISTA,14.239.578/0001-00,2023-11-23,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=14239578000100,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=14239578000100,PNCP_API_CONSULTA,Médio (Específico da Entidade)
226,W4M AUTOMACAO E CONTROLE LTDA,01.921.829/0001-90,2023-11-23,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=01921829000190,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=01921829000190,PNCP_API_CONSULTA,Médio (Específico da Entidade)
227,ASP - AUTOMAÇÃO SERVIÇOS E PRODUTOS DE INFORMÁTICA - LTDA,02.288.268/0001-04,2023-11-23,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=02288268000104,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=02288268000104,PNCP_API_CONSULTA,Médio (Específico da Entidade)
228,J BRASIL SISTEMAS LTDA,12.973.722/0001-01,2023-11-24,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=12973722000101,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=12973722000101,PNCP_API_CONSULTA,Médio (Específico da Entidade)
229,MUNICÍPIO DE MONTENEGRO,90.895.905/0001-60,2023-11-27,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=90895905000160,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=90895905000160,PNCP_API_CONSULTA,Médio (Específico da Entidade)
230,TRIBUNAL DE CONTAS DO ESTADO DE PERNAMBUCO,11.435.633/0001-49,2023-11-27,Órgão de Controle / Tribunal de Contas,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=11435633000149,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=11435633000149,PNCP_API_CONSULTA,Médio (Específico da Entidade)
231,TECNOCONTAS INFORMÁTICA E CONTABILIDADE LTDA,17.198.116/0001-80,2023-11-29,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=17198116000180,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=17198116000180,PNCP_API_CONSULTA,Médio (Específico da Entidade)
232,MINISTÉRIO DA FAZENDA / RECEITA FEDERAL,00.394.460/0058-87,2023-11-29,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=00394460005887,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=00394460005887,PNCP_API_CONSULTA,Médio (Específico da Entidade)
233,SAAE SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTOS DE INDAIATUBA / SAAE INDAIATUBA,46.251.021/0001-80,2023-11-29,Autarquia / Empresa Pública / Fundação / Consórcio,Estadual / Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=46251021000180,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=46251021000180,PNCP_API_CONSULTA,Médio (Específico da Entidade)
234,DEPARTAMENTO DE ÁGUA E ESGOTOS,96.041.330/0001-02,2023-11-29,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=96041330000102,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=96041330000102,PNCP_API_CONSULTA,Médio (Específico da Entidade)
235,DOISR SERVICOS DE DESENVOLVIMENTO E CONSULTORIA DE SISTEMA LTDA / DOISR SISTEMAS,30.016.264/0001-02,2023-12-05,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=30016264000102,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=30016264000102,PNCP_API_CONSULTA,Médio (Específico da Entidade)
236,SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES - CELIC/RS,87.958.658/0001-99,2023-12-05,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=87958658000199,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=87958658000199,PNCP_API_CONSULTA,Médio (Específico da Entidade)
237,PUBLICENTER INFORMATICA COMERCIO E LOCACAO LTDA,04.235.413/0001-06,2023-12-12,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=04235413000106,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=04235413000106,PNCP_API_CONSULTA,Médio (Específico da Entidade)
238,GOVPLAY SISTEMAS INTELIGENTES LTDA,50.768.912/0001-86,2023-12-13,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=50768912000186,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=50768912000186,PNCP_API_CONSULTA,Médio (Específico da Entidade)
239,PLANEJAR CONSULTORES ASSOCIADOS LTDA,26.125.096/0001-08,2023-12-14,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=26125096000108,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=26125096000108,PNCP_API_CONSULTA,Médio (Específico da Entidade)
240,CITTÀ INFORMÁTICA LTDA,09.031.569/0001-99,2023-12-14,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=09031569000199,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=09031569000199,PNCP_API_CONSULTA,Médio (Específico da Entidade)
241,MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS,46.643.466/0001-06,2023-12-15,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=46643466000106,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=46643466000106,PNCP_API_CONSULTA,Médio (Específico da Entidade)
242,JF PIMENTEL FILHO SISTEMAS LTDA,33.369.872/0001-80,2023-12-18,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=33369872000180,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=33369872000180,PNCP_API_CONSULTA,Médio (Específico da Entidade)
243,TCHÊ INFORMÁTICA LTDA,93.288.165/0001-91,2023-12-18,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=93288165000191,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=93288165000191,PNCP_API_CONSULTA,Médio (Específico da Entidade)
244,MUNICIPIO DE VENÂNCIO AIRES,87.334.918/0001-55,2023-12-19,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=87334918000155,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=87334918000155,PNCP_API_CONSULTA,Médio (Específico da Entidade)
245,PREFEITURA MUNICIPAL DE RERIUTABA,07.598.667/0001-87,2023-12-21,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=07598667000187,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=07598667000187,PNCP_API_CONSULTA,Médio (Específico da Entidade)
246,ETHERIUM TECH,34.446.865/0001-06,2024-01-02,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=34446865000106,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=34446865000106,PNCP_API_CONSULTA,Médio (Específico da Entidade)
247,HABEAS DATA SOLUÇÕES EM INFORMÁTICA LTDA,03.161.658/0001-73,2024-01-04,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=03161658000173,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=03161658000173,PNCP_API_CONSULTA,Médio (Específico da Entidade)
248,INTER - TEC SOLUCOES EM SOFTWARE LTDA,18.351.823/0001-27,2024-01-05,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=18351823000127,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=18351823000127,PNCP_API_CONSULTA,Médio (Específico da Entidade)
249,E. O. DA SILVA SERVICOS DE TECNOLOGIA,27.015.292/0001-92,2024-01-05,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=27015292000192,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=27015292000192,PNCP_API_CONSULTA,Médio (Específico da Entidade)
250,KP SISTEMAS DE INFORMACAO PARA GESTAO PUBLICA MUNICIPAL LTDA,32.965.361/0001-69,2024-01-05,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=32965361000169,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=32965361000169,PNCP_API_CONSULTA,Médio (Específico da Entidade)
251,GOVERNO DO ESTADO DO ACRE,63.606.479/0001-24,2024-01-08,Governo Estadual / Secretaria Central,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=63606479000124,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=63606479000124,PNCP_API_CONSULTA,Médio (Específico da Entidade)
252,COMPANHIA BRASILEIRA DE GOVERNANÇA - CBG S/A,45.949.947/0001-81,2024-01-10,Autarquia / Empresa Pública / Fundação / Consórcio,Estadual / Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=45949947000181,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=45949947000181,PNCP_API_CONSULTA,Médio (Específico da Entidade)
253,NORTH TECNOLOGIA SISTEMAS E INFORMATICA LTDA,52.864.643/0001-87,2024-01-10,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=52864643000187,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=52864643000187,PNCP_API_CONSULTA,Médio (Específico da Entidade)
254,MINISTÉRIO PÚBLICO DO ESTADO DO ACRE,04.034.450/0001-56,2024-01-10,Poder Judiciário / Funções Essenciais,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=04034450000156,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=04034450000156,PNCP_API_CONSULTA,Médio (Específico da Entidade)
255,TRIBUNAL DE CONTAS DO ESTADO DE SAO PAULO,50.290.931/0001-40,2024-01-15,Órgão de Controle / Tribunal de Contas,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=50290931000140,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=50290931000140,PNCP_API_CONSULTA,Médio (Específico da Entidade)
256,PREFEITURA DE MUNICIPAL DE IMBÉ,90.256.652/0001-84,2024-01-15,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=90256652000184,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=90256652000184,PNCP_API_CONSULTA,Médio (Específico da Entidade)
257,TRIBUNAL DE JUSTIÇA DO ESTADO DO TOCANTINS,25.053.190/0001-36,2024-01-18,Poder Judiciário / Funções Essenciais,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=25053190000136,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=25053190000136,PNCP_API_CONSULTA,Médio (Específico da Entidade)
258,PAULISTA TECNOLOGIA E SERVICOS LTDA / HORUS SISTEMAS INTEGRADOS,00.562.341/0001-50,2024-01-18,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=00562341000150,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=00562341000150,PNCP_API_CONSULTA,Médio (Específico da Entidade)
